person_id,first_name,last_name,birthdate,school,height,position,team_id,team_name,team_city,team_abbreviation,draft_year,draft_round
1507,Derek,Anderson,1974-07-18 00:00:00,Kentucky,6-5,Guard,1610612757,Trail Blazers,Portland,POR,1997,1
76037,Dwight,Anderson,1960-12-28 00:00:00,Southern California,6-3,Guard,1610612743,Nuggets,Denver,DEN,1982,2
944,Eric,Anderson,1970-05-26 00:00:00,Indiana,6-9,Forward,1610612752,Knicks,New York,NYK,Undrafted,Undrafted
246,Greg,Anderson,1964-06-22 00:00:00,Houston,6-10,Center-Forward,1610612759,Spurs,San Antonio,SAS,1987,1
202341,James,Anderson,1989-03-25 00:00:00,Oklahoma State,6-6,Guard-Forward,1610612759,Spurs,San Antonio,SAS,2010,1
76040,Jerome,Anderson,1953-10-09 00:00:00,West Virginia,6-5,Guard,1610612754,Pacers,Indiana,IND,1975,3
76041,Kim,Anderson,1955-05-12 00:00:00,Missouri,6-7,Forward,1610612757,Trail Blazers,Portland,POR,1978,7
203937,Kyle,Anderson,1993-09-20 00:00:00,UCLA,6-9,Forward-Guard,1610612750,Timberwolves,Minnesota,MIN,2014,1
76042,Michael,Anderson,1966-03-23 00:00:00,Drexel,5-11,Guard,1610612759,Spurs,San Antonio,SAS,1988,3
76043,Mitchell,Anderson,1960-09-23 00:00:00,Bradley,6-8,Forward,1610612762,Jazz,Utah,UTA,1982,2
98,Nick,Anderson,1968-01-20 00:00:00,Illinois,6-6,Forward-Guard,1610612753,Magic,Orlando,ORL,1989,1
76045,Richard,Anderson,1960-11-19 00:00:00,California-Santa Barbara,6-10,Forward,1610612757,Trail Blazers,Portland,POR,1982,2
76046,Ron,Anderson,1958-10-15 00:00:00,Fresno State,6-7,Forward,1610612755,76ers,Philadelphia,PHI,1984,2
1000,Shandon,Anderson,1973-12-31 00:00:00,Georgia,6-6,Guard-Forward,1610612752,Knicks,New York,NYK,1996,2
335,Willie,Anderson,1967-01-08 00:00:00,Georgia,6-8,Guard-Forward,1610612759,Spurs,San Antonio,SAS,1988,1
101149,Martynas,Andriuskevicius,1986-03-12 00:00:00,Zalgiris,7-2,Center,1610612739,Cavaliers,Cleveland,CLE,2005,2
76049,Don,Anielak,1930-11-01 00:00:00,Missouri State,6-7,Forward,1610612752,Knicks,New York,NYK,1954,3
76050,Michael,Ansley,1967-02-08 00:00:00,Alabama,6-7,Forward,1610612753,Magic,Orlando,ORL,1989,2
1512,Chris,Anstey,1975-01-01 00:00:00,South East Melbourne,7-0,Center,1610612742,Mavericks,Dallas,DAL,1997,1
203507,Giannis,Antetokounmpo,1994-12-06 00:00:00,Filathlitikos,7-0,Forward,1610612749,Bucks,Milwaukee,MIL,2013,1
1628961,Kostas,Antetokounmpo,1997-11-20 00:00:00,University of Dayton,6-10,Forward,1610612747,Lakers,Los Angeles,LAL,2018,2
203648,Thanasis,Antetokounmpo,1992-07-18 00:00:00,Panathinaikos,6-7,Forward,1610612749,Bucks,Milwaukee,MIL,2014,2
2546,Carmelo,Anthony,1984-05-29 00:00:00,Syracuse,6-7,Forward,1610612747,Lakers,Los Angeles,LAL,2003,1
1630175,Cole,Anthony,2000-05-15 00:00:00,North Carolina,6-3,Guard,1610612753,Magic,Orlando,ORL,2020,1
21,Greg,Anthony,1967-11-15 00:00:00,UNLV,6-1,Guard,1610612752,Knicks,New York,NYK,1991,1
201202,Joel,Anthony,1982-08-09 00:00:00,UNLV,6-9,Center,1610612748,Heat,Miami,MIA,Undrafted,Undrafted
203544,Pero,Antic,1982-07-29 00:00:00,Olympiacos,6-11,Forward-Center,1610612737,Hawks,Atlanta,ATL,Undrafted,Undrafted
1628384,O.G.,Anunoby,1997-07-17 00:00:00,Indiana,6-7,Forward,1610612761,Raptors,Toronto,TOR,2017,1
2737,Rafael,Araujo,1980-08-12 00:00:00,Brigham Young,6-11,Center,1610612761,Raptors,Toronto,TOR,2004,1
76053,Stacey,Arceneaux,1936-02-17 00:00:00,Iowa State,6-4,Forward,1610612737,Hawks,St. Louis,STL,Undrafted,Undrafted
76054,Nate,Archibald,1948-09-02 00:00:00,Texas-El Paso,6-1,Guard,1610612758,Kings,Kansas City,KCK,1970,2
2425,Robert,Archibald,1980-03-29 00:00:00,Illinois,6-11,Forward,1610612761,Raptors,Toronto,TOR,2002,2
76055,Jim,Ard,1948-09-19 00:00:00,Cincinnati,6-9,Center,1610612738,Celtics,Boston,BOS,1970,1
2240,Gilbert,Arenas,1982-01-06 00:00:00,Arizona,6-4,Guard,1610612764,Wizards,Washington,WAS,2001,2
76057,Joe,Arlauckas,1965-07-20 00:00:00,Niagara,6-9,Forward,1610612758,Kings,Sacramento,SAC,1987,4
769,B.J.,Armstrong,1967-09-09 00:00:00,Iowa,6-2,Guard,1610612741,Bulls,Chicago,CHI,1989,1
2220,Brandon,Armstrong,1980-06-16 00:00:00,Pepperdine,6-5,Guard,1610612751,Nets,New Jersey,NJN,2001,1
353,Darrell,Armstrong,1968-06-22 00:00:00,Fayetteville State,6-1,Guard,1610612753,Magic,Orlando,ORL,Undrafted,Undrafted
200756,Hilton,Armstrong,1984-11-23 00:00:00,Connecticut,6-11,Forward-Center,1610612740,Hornets,New Orleans,NOH,2006,1
76059,Tate,Armstrong,1955-10-05 00:00:00,Duke,6-3,Guard,1610612741,Bulls,Chicago,CHI,1977,1
76062,Jesse,Arnelle,1933-12-30 00:00:00,Penn State,6-5,Forward,1610612765,Pistons,Ft. Wayne Zollner,FTW,1955,2
76064,Bob,Arnzen,1947-11-03 00:00:00,Notre Dame,6-5,Forward,1610612758,Royals,Cincinnati,CIN,1969,8
2306,Carlos,Arroyo,1979-07-30 00:00:00,Florida International,6-2,Guard,1610612753,Magic,Orlando,ORL,Undrafted,Undrafted
201589,Darrell,Arthur,1988-03-25 00:00:00,Kansas,6-9,Forward,1610612743,Nuggets,Denver,DEN,2008,1
76065,John,Arthurs,1947-08-15 00:00:00,Tulane,6-4,Guard,1610612749,Bucks,Milwaukee,MIL,1969,6
1628503,Jamel,Artis,1993-01-12 00:00:00,Pittsburgh,6-7,Guard,1610612753,Magic,Orlando,ORL,Undrafted,Undrafted
201600,Omer,Asik,1986-07-04 00:00:00,Fenerbahce,7-0,Center,1610612740,Pelicans,New Orleans,NOP,2008,2
1088,Chucky,Atkins,1974-08-14 00:00:00,South Florida,5-11,Guard,1610612765,Pistons,Detroit,DET,Undrafted,Undrafted
278,Stacey,Augmon,1968-08-01 00:00:00,UNLV,6-8,Forward-Guard,1610612737,Hawks,Atlanta,ATL,1991,1
201571,D.J.,Augustin,1987-11-10 00:00:00,Texas-Austin,5-11,Guard,1610612745,Rockets,Houston,HOU,2008,1
200788,James,Augustine,1984-02-27 00:00:00,Illinois,6-10,Forward,1610612753,Magic,Orlando,ORL,2006,2
76073,John,Austin,1944-08-31 00:00:00,Boston College,6-0,Guard,1610612764,Bullets,Baltimore,BLT,1966,4
138,Anthony,Avent,1969-10-18 00:00:00,Seton Hall,6-9,Center,1610612749,Bucks,Milwaukee,MIL,1991,1
76076,William,Averitt,1952-07-22 00:00:00,Pepperdine,6-2,Guard,1610612746,Braves,Buffalo,BUF,1973,4
1895,William,Avery,1979-08-08 00:00:00,Duke,6-2,Guard,1610612750,Timberwolves,Minnesota,MIN,1999,1
76078,Dennis,Awtrey,1948-02-22 00:00:00,Santa Clara,6-10,Center,1610612756,Suns,Phoenix,PHX,1970,3
201965,Jeff,Ayres,1987-04-29 00:00:00,Arizona State,6-9,Forward-Center,1610612759,Spurs,San Antonio,SAS,2009,2
1629028,Deandre,Ayton,1998-07-23 00:00:00,Arizona,7-0,Center,1610612756,Suns,Phoenix,PHX,2018,1
101235,Kelenna,Azubuike,1983-12-16 00:00:00,Kentucky,6-5,Guard,1610612744,Warriors,Golden State,GSW,Undrafted,Undrafted
1628962,Udoka,Azubuike,1999-09-17 00:00:00,Kansas,6-11,Center-Forward,1610612762,Jazz,Utah,UTA,2020,1
203569,Chris,Babb,1990-02-14 00:00:00,Iowa State,6-5,Guard,1610612738,Celtics,Boston,BOS,Undrafted,Undrafted
202337,Luke,Babbitt,1989-06-20 00:00:00,Nevada-Reno,6-9,Forward,1610612740,Pelicans,New Orleans,NOP,2010,1
76079,Milos,Babic,1968-11-23 00:00:00,Tennessee Tech,7-0,Center,1610612739,Cavaliers,Cleveland,CLE,1990,2
1628407,Dwayne,Bacon,1995-08-30 00:00:00,Florida State,6-6,Guard-Forward,1610612753,Magic,Orlando,ORL,2017,2
76081,Jim,Baechtold,1927-12-09 00:00:00,Eastern Kentucky,6-4,Forward,1610612752,Knicks,New York,NYK,1952,1
2053,Dalibor,Bagaric,1980-07-02 00:00:00,Benston Zagreb,7-1,Center,1610612741,Bulls,Chicago,CHI,2000,1
76082,John,Bagley,1960-04-23 00:00:00,Boston College,6-0,Guard,1610612739,Cavaliers,Cleveland,CLE,1982,1
1628963,Marvin,Bagley III,1999-03-14 00:00:00,Duke,6-10,Forward,1610612765,Pistons,Detroit,DET,2018,1
76084,Carl,Bailey,1958-04-23 00:00:00,Tuskegee,7-0,Center,1610612757,Trail Blazers,Portland,POR,1980,3
76083,Gus,Bailey,1951-02-18 00:00:00,Texas-El Paso,6-5,Guard,1610612745,Rockets,Houston,HOU,1974,2
76085,James,Bailey,1957-05-21 00:00:00,Rutgers,6-9,Forward,1610612760,SuperSonics,Seattle,SEA,1979,1
1847,Thurl,Bailey,1961-04-07 00:00:00,North Carolina State,6-11,Forward,1610612762,Jazz,Utah,UTA,1983,1
1753,Toby,Bailey,1975-11-19 00:00:00,UCLA,6-6,Guard,1610612756,Suns,Phoenix,PHX,1998,2
452,Vin,Baker,1971-11-23 00:00:00,Hartford,6-11,Forward,1610612760,SuperSonics,Seattle,SEA,1993,1
1631116,Patrick,Baldwin Jr.,2002-11-18 00:00:00,Wisconsin-Milwaukee,6-9,Forward,1610612744,Warriors,Golden State,GSW,2022,1
76090,Cedric,Ball,1968-04-16 00:00:00,North Carolina-Charlotte,6-8,Forward,1610612746,Clippers,Los Angeles,LAC,Undrafted,Undrafted
1630163,LaMelo,Ball,2001-08-22 00:00:00,Illawarra,6-7,Guard,1610612766,Hornets,Charlotte,CHA,2020,1
1628366,Lonzo,Ball,1997-10-27 00:00:00,UCLA,6-6,Guard,1610612741,Bulls,Chicago,CHI,2017,1
76091,Greg,Ballard,1955-01-29 00:00:00,Oregon,6-7,Forward,1610612764,Bullets,Washington,WAS,1977,1
1631094,Paolo,Banchero,2002-11-12 00:00:00,Duke,6-10,Forward,1610612753,Magic,Orlando,ORL,2022,1
1630217,Desmond,Bane,1998-06-25 00:00:00,TCU,6-5,Guard,1610612763,Grizzlies,Memphis,MEM,2020,1
76093,Gene,Banks,1959-05-15 00:00:00,Duke,6-7,Forward,1610612759,Spurs,San Antonio,SAS,1981,2
2556,Marcus,Banks,1981-11-19 00:00:00,UNLV,6-2,Guard,1610612738,Celtics,Boston,BOS,2003,1
76094,Ken,Bannister,1960-04-01 00:00:00,St. Augustine's,6-9,Forward,1610612752,Knicks,New York,NYK,1984,7
76095,Mike,Bantom,1951-12-03 00:00:00,St. Joseph's (PA),6-9,Forward,1610612754,Pacers,Indiana,IND,1973,1
1630625,Dalano,Banton,1999-11-07 00:00:00,Nebraska,6-7,Forward,1610612761,Raptors,Toronto,TOR,2021,2
76097,Stephen,Bardo,1968-04-05 00:00:00,Illinois,6-5,Guard,1610612742,Mavericks,Dallas,DAL,1990,2
200826,J.J.,Barea,1984-06-26 00:00:00,Northeastern,5-10,Guard,1610612742,Mavericks,Dallas,DAL,Undrafted,Undrafted
76099,Tom,Barker,1955-03-11 00:00:00,Hawaii,6-11,Center,1610612737,Hawks,Atlanta,ATL,1976,4
787,Charles,Barkley,1963-02-20 00:00:00,Auburn,6-6,Forward,1610612755,76ers,Philadelphia,PHI,1984,1
2057,Erick,Barkley,1978-02-21 00:00:00,St. John's (NY),6-1,Guard,1610612757,Trail Blazers,Portland,POR,2000,1
76102,Don,Barksdale,1923-03-31 00:00:00,UCLA,6-6,Forward,1610612738,Celtics,Boston,BOS,Undrafted,Undrafted
1631230,Dominick,Barlow,2003-05-26 00:00:00,Overtime Elite,6-9,Forward,1610612759,Spurs,San Antonio,SAS,Undrafted,Undrafted
203084,Harrison,Barnes,1992-05-30 00:00:00,North Carolina,6-8,Forward,1610612758,Kings,Sacramento,SAC,2012,1
76105,Jim,Barnes,1941-04-13 00:00:00,Texas-El Paso,6-8,Center,1610612738,Celtics,Boston,BOS,1964,1
76104,Marvin,Barnes,1952-07-27 00:00:00,Providence,6-9,Forward,1610612746,Clippers,San Diego,SDC,1974,1
2440,Matt,Barnes,1980-03-09 00:00:00,UCLA,6-7,Forward,1610612746,Clippers,Los Angeles,LAC,2002,2
1630567,Scottie,Barnes,2001-08-01 00:00:00,Florida State,6-8,Forward,1610612761,Raptors,Toronto,TOR,2021,1
76106,Jim,Barnett,1944-07-07 00:00:00,Oregon,6-4,Guard,1610612744,Warriors,Golden State,GOS,1966,1
76108,John,Barnhill,1938-03-20 00:00:00,Tennessee State,6-1,Guard,1610612737,Hawks,St. Louis,STL,1959,11
76109,Norton,Barnhill,1953-07-15 00:00:00,Washington State,6-4,Guard,1610612760,SuperSonics,Seattle,SEA,1976,8
76112,Mike,Barr,1950-10-19 00:00:00,Duquesne,6-3,Guard,1610612758,Kings,Kansas City,KCK,1972,13
1629628,RJ,Barrett,2000-06-14 00:00:00,Duke,6-6,Forward-Guard,1610612752,Knicks,New York,NYK,2019,1
2853,Earl,Barron,1981-08-14 00:00:00,Memphis,7-0,Forward-Center,1610612748,Heat,Miami,MIA,Undrafted,Undrafted
344,Dana,Barros,1967-04-13 00:00:00,Boston College,5-11,Guard,1610612738,Celtics,Boston,BOS,1989,1
699,Brent,Barry,1971-12-31 00:00:00,Oregon State,6-7,Guard,1610612760,SuperSonics,Seattle,SEA,1995,1
1003,Drew,Barry,1973-02-17 00:00:00,Georgia Tech,6-5,Guard,1610612737,Hawks,Atlanta,ATL,1996,2
600013,Rick,Barry,1944-03-28 00:00:00,Miami,6-7,Forward,1610612744,Warriors,Golden State,GOS,1965,1
76118,Vic,Bartolome,1948-09-29 00:00:00,Oregon State,7-0,Center,1610612744,Warriors,Golden State,GOS,1970,6
203115,Will,Barton,1991-01-06 00:00:00,Memphis,6-5,Guard,1610612761,Raptors,Toronto,TOR,2012,2
101188,Eddie,Basden,1983-02-15 00:00:00,North Carolina-Charlotte,6-5,Guard,1610612741,Bulls,Chicago,CHI,Undrafted,Undrafted
101138,Brandon,Bass,1985-04-30 00:00:00,Louisiana State,6-8,Forward,1610612738,Celtics,Boston,BOS,2005,2
76120,Tim,Bassett,1951-04-01 00:00:00,Georgia,6-8,Forward,1610612751,Nets,New Jersey,NJN,1973,7
1629646,Charles,Bassey,2000-10-28 00:00:00,Western Kentucky,6-9,Center-Forward,1610612759,Spurs,San Antonio,SAS,2021,2
1766,Maceo,Baston,1976-05-29 00:00:00,Michigan,6-10,Forward,1610612754,Pacers,Indiana,IND,1998,2
76121,Billyray,Bates,1956-05-31 00:00:00,Kentucky State,6-4,Guard,1610612757,Trail Blazers,Portland,POR,1978,3
1499,Tony,Battie,1976-02-11 00:00:00,Texas Tech,6-11,Center,1610612738,Celtics,Boston,BOS,1997,1
2203,Shane,Battier,1978-09-09 00:00:00,Duke,6-8,Forward,1610612763,Grizzlies,Memphis,MEM,2001,1
76124,Dave,Batton,1956-03-26 00:00:00,Notre Dame,6-10,Center,1610612764,Bullets,Washington,WAS,1978,3
201587,Nicolas,Batum,1988-12-14 00:00:00,Le Mans,6-8,Guard-Forward,1610612746,Clippers,LA,LAC,2008,1
76125,Johnny,Baum,1946-06-17 00:00:00,Temple,6-5,Forward,1610612741,Bulls,Chicago,CHI,1969,2
2437,Lonny,Baxter,1979-01-27 00:00:00,Maryland,6-8,Forward,1610612741,Bulls,Chicago,CHI,2002,2
76127,Elgin,Baylor,1934-09-16 00:00:00,Seattle,6-5,Forward,1610612747,Lakers,Los Angeles,LAL,1958,1
203382,Aron,Baynes,1986-12-09 00:00:00,Washington State,6-10,Center-Forward,1610612765,Pistons,Detroit,DET,Undrafted,Undrafted
76128,Sergei,Bazarevich,1965-03-15 00:00:00,Tofas S.K.,6-2,Guard,1610612737,Hawks,Atlanta,ATL,Undrafted,Undrafted
203145,Kent,Bazemore,1989-07-01 00:00:00,Old Dominion,6-4,Guard-Forward,1610612747,Lakers,Los Angeles,LAL,Undrafted,Undrafted
1629647,Darius,Bazley,2000-06-12 00:00:00,Princeton HS (OH),6-9,Forward,1610612756,Suns,Phoenix,PHX,2019,1
76129,Ed,Beach,1929-01-25 00:00:00,West Virginia,6-3,Forward,1610612737,Blackhawks,Tri-Cities,TCB,1950,5
203078,Bradley,Beal,1993-06-28 00:00:00,Florida,6-4,Guard,1610612756,Suns,Phoenix,PHX,2012,1
76130,Butch,Beard,1947-05-04 00:00:00,Louisville,6-3,Guard,1610612752,Knicks,New York,NYK,1969,1
2602,Jerome,Beasley,1980-05-17 00:00:00,North Dakota,6-9,Forward,1610612748,Heat,Miami,MIA,2003,2
1627736,Malik,Beasley,1996-11-26 00:00:00,Florida State,6-4,Guard,1610612747,Lakers,Los Angeles,LAL,2016,1
76133,Zelmo,Beaty,1939-10-25 00:00:00,Prairie View A&M,6-9,Center,1610612737,Hawks,Atlanta,ATL,1962,1
201958,Rodrigue,Beaubois,1988-02-24 00:00:00,Cholet,6-2,Guard,1610612742,Mavericks,Dallas,DAL,2009,1
1630699,MarJon,Beauchamp,2000-10-12 00:00:00,NBA G League Ignite,6-7,Forward,1610612749,Bucks,Milwaukee,MIL,2022,1
76134,Byron,Beck,1945-01-25 00:00:00,Denver,6-9,Center,1610612743,Nuggets,Denver,DEN,1967,2
1133,Corey,Beck,1971-05-27 00:00:00,Arkansas,6-3,Guard,1610612766,Hornets,Charlotte,CHH,Undrafted,Undrafted
76140,Ron,Behagen,1951-01-14 00:00:00,Minnesota,6-9,Forward,1610612758,Kings,Kansas City,KCK,1973,1
76141,Elmer,Behnke,1929-02-03 00:00:00,Bradley,6-7,Center,1610612737,Hawks,Milwaukee,MIH,1951,4
76142,Dennis,Bell,1951-06-02 00:00:00,Drake,6-5,Forward,1610612752,Knicks,New York,NYK,1973,5
1952,Raja,Bell,1976-09-19 00:00:00,Florida International,6-5,Guard,1610612756,Suns,Phoenix,PHX,Undrafted,Undrafted
2559,Troy,Bell,1980-11-10 00:00:00,Boston College,6-1,Guard,1610612763,Grizzlies,Memphis,MEM,2003,1
76143,William,Bell,1932-09-13 00:00:00,North Carolina State,6-0,Guard,1610612752,Knicks,New York,NYK,Undrafted,Undrafted
76144,Walt,Bellamy,1939-07-24 00:00:00,Indiana,6-10,Center,1610612737,Hawks,Atlanta,ATL,1961,1
76146,Leon,Benbow,1950-07-23 00:00:00,Jacksonville,6-4,Guard,1610612741,Bulls,Chicago,CHI,1974,2
1886,Jonathan,Bender,1981-01-30 00:00:00,Picayune HS (MS),7-0,Forward,1610612754,Pacers,Indiana,IND,1999,1
712,Mario,Bennett,1973-08-01 00:00:00,Arizona State,6-9,Center-Forward,1610612747,Lakers,Los Angeles,LAL,1995,1
76148,Tony,Bennett,1969-06-01 00:00:00,Wisconsin-Green Bay,6-0,Guard,1610612766,Hornets,Charlotte,CHH,1992,2
76152,Winston,Bennett,1965-02-09 00:00:00,Kentucky,6-7,Guard,1610612739,Cavaliers,Cleveland,CLE,1988,3
128,David,Benoit,1968-05-09 00:00:00,Alabama,6-8,Forward,1610612762,Jazz,Utah,UTA,Undrafted,Undrafted
76154,Kent,Benson,1954-12-27 00:00:00,Indiana,6-11,Center,1610612765,Pistons,Detroit,DET,1977,1
76157,Ricky,Berry,1964-10-06 00:00:00,San Jose State,6-8,Forward,1610612758,Kings,Sacramento,SAC,1988,1
76158,Walter,Berry,1964-05-14 00:00:00,St. John's (NY),6-8,Forward,1610612759,Spurs,San Antonio,SAS,1986,1
1629541,Dairis,Bertans,1989-09-09 00:00:00,Olimpia Milano,6-4,Guard,1610612740,Pelicans,New Orleans,NOP,Undrafted,Undrafted
