person_id,first_name,last_name,birthdate,school,height,position,team_id,team_name,team_city,team_abbreviation,draft_year,draft_round
201336,Blake,Ahearn,1984-05-27,Missouri State,6-2,Guard,1610612748,Heat,Miami,MIA,Undrafted,-1
201582,Alexis,Ajinca,1988-05-06,Hyeres-Toulon,7-2,Center,1610612740,Pelicans,New Orleans,NOP,2008,1
76018,Henry,Akin,1944-07-31,Morehead State,6-10,Center,1610612752,Knicks,New York,NYK,1966,2
203006,Josh,Akognon,1986-02-10,California State-Fullerton,5-11,Guard,1610612742,Mavericks,Dallas,DAL,Undrafted,-1
202374,Solomon,Alabi,1988-03-21,Florida State,7-1,Center,1610612761,Raptors,Toronto,TOR,2010,2
76019,Mark,Alarie,1963-12-11,Duke,6-8,Forward,1610612764,Bullets,Washington,WAS,1986,1
76020,Gary,Alcorn,1936-10-08,Fresno State,6-9,Center,1610612765,Pistons,Detroit,DET,1959,3
1630583,Santi,Aldama,2001-01-10,Loyola-Maryland,7-0,Forward-Center,1610612763,Grizzlies,Memphis,MEM,2021,1
203128,Furkan,Aldemir,1991-08-09,Galatasaray,6-10,Forward-Center,1610612755,76ers,Philadelphia,PHI,2012,2
202332,Cole,Aldrich,1988-10-31,Kansas,6-11,Center,1610612752,Knicks,New York,NYK,2010,1
200746,LaMarcus,Aldridge,1985-07-19,University of Texas at Austin,6-11,Center-Forward,1610612751,Nets,Brooklyn,BKN,2006,1
1626146,Cliff,Alexander,1995-11-16,Kansas,6-8,Forward,1610612757,Trail Blazers,Portland,POR,Undrafted,-1
724,Cory,Alexander,1973-06-22,Virginia,6-1,Guard,1610612759,Spurs,San Antonio,SAS,1995,1
201570,Joe,Alexander,1986-12-26,West Virginia,6-8,Forward,1610612749,Bucks,Milwaukee,MIL,2008,1
1629734,Kyle,Alexander,1996-10-21,Tennessee,6-10,Forward-Center,1610612748,Heat,Miami,MIA,Undrafted,-1
1630234,Ty-Shon,Alexander,1998-07-16,Creighton,6-3,Guard,1610612756,Suns,Phoenix,PHX,Undrafted,-1
2349,Victor,Alexander,1969-08-31,Iowa State,6-10,Forward,1610612744,Warriors,Golden State,GOS,1991,1
1629638,Nickeil,Alexander-Walker,1998-09-02,Virginia Tech,6-5,Guard,1610612750,Timberwolves,Minnesota,MIN,2019,1
76024,Steve,Alford,1964-11-23,Indiana,6-2,Guard,1610612742,Mavericks,Dallas,DAL,1987,2
1628959,Rawle,Alkins,1997-10-29,Arizona,6-5,Guard,1610612741,Bulls,Chicago,CHI,Undrafted,-1
76028,Bob,Allen,1946-07-17,Marshall,6-9,Forward,1610612744,Warriors,San Francisco,SFW,1968,6
1628960,Grayson,Allen,1995-10-08,Duke,6-4,Guard,1610612749,Bucks,Milwaukee,MIL,2018,1
1628386,Jarrett,Allen,1998-04-21,Texas,6-9,Center,1610612739,Cavaliers,Cleveland,CLE,2017,1
202730,Lavoy,Allen,1989-02-04,Temple,6-9,Forward-Center,1610612754,Pacers,Indiana,IND,2011,2
76027,Lucius,Allen,1947-09-26,UCLA,6-2,Guard,1610612749,Bucks,Milwaukee,MIL,1969,1
2124,Malik,Allen,1978-06-27,Villanova,6-10,Forward,1610612748,Heat,Miami,MIA,Undrafted,-1
76029,Odis,Allison,1949-10-02,UNLV,6-6,Forward,1610612744,Warriors,Golden State,GOS,1971,5
200984,Lance,Allred,1981-02-02,Weber State,6-11,Center,1610612739,Cavaliers,Cleveland,CLE,Undrafted,-1
76030,Darrell,Allums,1958-09-12,UCLA,6-8,Forward,1610612742,Mavericks,Dallas,DAL,1980,5
201165,Morris,Almond,1985-02-02,Rice,6-6,Guard,1610612762,Jazz,Utah,UTA,2007,1
1747,Rafer,Alston,1976-07-24,Fresno State,6-2,Guard,1610612745,Rockets,Houston,HOU,1998,2
1630631,Jose,Alvarado,1998-04-12,Georgia Tech,6-0,Guard,1610612740,Pelicans,New Orleans,NOP,Undrafted,-1
680,John,Amaechi,1970-11-26,Penn State,6-10,Forward-Center,1610612753,Magic,Orlando,ORL,Undrafted,-1
200811,Lou,Amundson,1982-12-07,UNLV,6-9,Forward,1610612756,Suns,Phoenix,PHX,Undrafted,-1
101187,Alan,Anderson,1982-10-16,Michigan State,6-6,Forward-Guard,1610612751,Nets,Brooklyn,BKN,Undrafted,-1
76036,Daniel,Anderson,1951-01-01,Southern California,6-2,Guard,1610612757,Trail Blazers,Portland,POR,1974,6
1507,Derek,Anderson,1974-07-18,Kentucky,6-5,Guard,1610612757,Trail Blazers,Portland,POR,1997,1
76037,Dwight,Anderson,1960-12-28,Southern California,6-3,Guard,1610612743,Nuggets,Denver,DEN,1982,2
944,Eric,Anderson,1970-05-26,Indiana,6-9,Forward,1610612752,Knicks,New York,NYK,Undrafted,-1
246,Greg,Anderson,1964-06-22,Houston,6-10,Center-Forward,1610612759,Spurs,San Antonio,SAS,1987,1
202341,James,Anderson,1989-03-25,Oklahoma State,6-6,Guard-Forward,1610612759,Spurs,San Antonio,SAS,2010,1
76040,Jerome,Anderson,1953-10-09,West Virginia,6-5,Guard,1610612754,Pacers,Indiana,IND,1975,3
76041,Kim,Anderson,1955-05-12,Missouri,6-7,Forward,1610612757,Trail Blazers,Portland,POR,1978,7
203937,Kyle,Anderson,1993-09-20,UCLA,6-9,Forward-Guard,1610612750,Timberwolves,Minnesota,MIN,2014,1
76042,Michael,Anderson,1966-03-23,Drexel,5-11,Guard,1610612759,Spurs,San Antonio,SAS,1988,3
76043,Mitchell,Anderson,1960-09-23,Bradley,6-8,Forward,1610612762,Jazz,Utah,UTA,1982,2
98,Nick,Anderson,1968-01-20,Illinois,6-6,Forward-Guard,1610612753,Magic,Orlando,ORL,1989,1
76045,Richard,Anderson,1960-11-19,California-Santa Barbara,6-10,Forward,1610612757,Trail Blazers,Portland,POR,1982,2
76046,Ron,Anderson,1958-10-15,Fresno State,6-7,Forward,1610612755,76ers,Philadelphia,PHI,1984,2
1000,Shandon,Anderson,1973-12-31,Georgia,6-6,Guard-Forward,1610612752,Knicks,New York,NYK,1996,2
335,Willie,Anderson,1967-01-08,Georgia,6-8,Guard-Forward,1610612759,Spurs,San Antonio,SAS,1988,1
101149,Martynas,Andriuskevicius,1986-03-12,Zalgiris,7-2,Center,1610612739,Cavaliers,Cleveland,CLE,2005,2
76049,Don,Anielak,1930-11-01,Missouri State,6-7,Forward,1610612752,Knicks,New York,NYK,1954,3
76050,Michael,Ansley,1967-02-08,Alabama,6-7,Forward,1610612753,Magic,Orlando,ORL,1989,2
1512,Chris,Anstey,1975-01-01,South East Melbourne,7-0,Center,1610612742,Mavericks,Dallas,DAL,1997,1
203507,Giannis,Antetokounmpo,1994-12-06,Filathlitikos,7-0,Forward,1610612749,Bucks,Milwaukee,MIL,2013,1
1628961,Kostas,Antetokounmpo,1997-11-20,University of Dayton,6-10,Forward,1610612747,Lakers,Los Angeles,LAL,2018,2
203648,Thanasis,Antetokounmpo,1992-07-18,Panathinaikos,6-7,Forward,1610612749,Bucks,Milwaukee,MIL,2014,2
2546,Carmelo,Anthony,1984-05-29,Syracuse,6-7,Forward,1610612747,Lakers,Los Angeles,LAL,2003,1
1630175,Cole,Anthony,2000-05-15,North Carolina,6-3,Guard,1610612753,Magic,Orlando,ORL,2020,1
21,Greg,Anthony,1967-11-15,UNLV,6-1,Guard,1610612752,Knicks,New York,NYK,1991,1
201202,Joel,Anthony,1982-08-09,UNLV,6-9,Center,1610612748,Heat,Miami,MIA,Undrafted,-1
203544,Pero,Antic,1982-07-29,Olympiacos,6-11,Forward-Center,1610612737,Hawks,Atlanta,ATL,Undrafted,-1
1628384,O.G.,Anunoby,1997-07-17,Indiana,6-7,Forward,1610612761,Raptors,Toronto,TOR,2017,1
2737,Rafael,Araujo,1980-08-12,Brigham Young,6-11,Center,1610612761,Raptors,Toronto,TOR,2004,1
76053,Stacey,Arceneaux,1936-02-17,Iowa State,6-4,Forward,1610612737,Hawks,St. Louis,STL,Undrafted,-1
76054,Nate,Archibald,1948-09-02,Texas-El Paso,6-1,Guard,1610612758,Kings,Kansas City,KCK,1970,2
2425,Robert,Archibald,1980-03-29,Illinois,6-11,Forward,1610612761,Raptors,Toronto,TOR,2002,2
76055,Jim,Ard,1948-09-19,Cincinnati,6-9,Center,1610612738,Celtics,Boston,BOS,1970,1
2240,Gilbert,Arenas,1982-01-06,Arizona,6-4,Guard,1610612764,Wizards,Washington,WAS,2001,2
76057,Joe,Arlauckas,1965-07-20,Niagara,6-9,Forward,1610612758,Kings,Sacramento,SAC,1987,4
769,B.J.,Armstrong,1967-09-09,Iowa,6-2,Guard,1610612741,Bulls,Chicago,CHI,1989,1
2220,Brandon,Armstrong,1980-06-16,Pepperdine,6-5,Guard,1610612751,Nets,New Jersey,NJN,2001,1
353,Darrell,Armstrong,1968-06-22,Fayetteville State,6-1,Guard,1610612753,Magic,Orlando,ORL,Undrafted,-1
200756,Hilton,Armstrong,1984-11-23,Connecticut,6-11,Forward-Center,1610612740,Hornets,New Orleans,NOH,2006,1
76059,Tate,Armstrong,1955-10-05,Duke,6-3,Guard,1610612741,Bulls,Chicago,CHI,1977,1
76062,Jesse,Arnelle,1933-12-30,Penn State,6-5,Forward,1610612765,Pistons,Ft. Wayne Zollner,FTW,1955,2
76064,Bob,Arnzen,1947-11-03,Notre Dame,6-5,Forward,1610612758,Royals,Cincinnati,CIN,1969,8
2306,Carlos,Arroyo,1979-07-30,Florida International,6-2,Guard,1610612753,Magic,Orlando,ORL,Undrafted,-1
201589,Darrell,Arthur,1988-03-25,Kansas,6-9,Forward,1610612743,Nuggets,Denver,DEN,2008,1
76065,John,Arthurs,1947-08-15,Tulane,6-4,Guard,1610612749,Bucks,Milwaukee,MIL,1969,6
1628503,Jamel,Artis,1993-01-12,Pittsburgh,6-7,Guard,1610612753,Magic,Orlando,ORL,Undrafted,-1
201600,Omer,Asik,1986-07-04,Fenerbahce,7-0,Center,1610612740,Pelicans,New Orleans,NOP,2008,2
1088,Chucky,Atkins,1974-08-14,South Florida,5-11,Guard,1610612765,Pistons,Detroit,DET,Undrafted,-1
278,Stacey,Augmon,1968-08-01,UNLV,6-8,Forward-Guard,1610612737,Hawks,Atlanta,ATL,1991,1
201571,D.J.,Augustin,1987-11-10,Texas-Austin,5-11,Guard,1610612745,Rockets,Houston,HOU,2008,1
200788,James,Augustine,1984-02-27,Illinois,6-10,Forward,1610612753,Magic,Orlando,ORL,2006,2
76073,John,Austin,1944-08-31,Boston College,6-0,Guard,1610612764,Bullets,Baltimore,BLT,1966,4
138,Anthony,Avent,1969-10-18,Seton Hall,6-9,Center,1610612749,Bucks,Milwaukee,MIL,1991,1
76076,William,Averitt,1952-07-22,Pepperdine,6-2,Guard,1610612746,Braves,Buffalo,BUF,1973,4
1895,William,Avery,1979-08-08,Duke,6-2,Guard,1610612750,Timberwolves,Minnesota,MIN,1999,1
76078,Dennis,Awtrey,1948-02-22,Santa Clara,6-10,Center,1610612756,Suns,Phoenix,PHX,1970,3
201965,Jeff,Ayres,1987-04-29,Arizona State,6-9,Forward-Center,1610612759,Spurs,San Antonio,SAS,2009,2
1629028,Deandre,Ayton,1998-07-23,Arizona,7-0,Center,1610612756,Suns,Phoenix,PHX,2018,1
101235,Kelenna,Azubuike,1983-12-16,Kentucky,6-5,Guard,1610612744,Warriors,Golden State,GSW,Undrafted,-1
1628962,Udoka,Azubuike,1999-09-17,Kansas,6-11,Center-Forward,1610612762,Jazz,Utah,UTA,2020,1
203569,Chris,Babb,1990-02-14,Iowa State,6-5,Guard,1610612738,Celtics,Boston,BOS,Undrafted,-1
202337,Luke,Babbitt,1989-06-20,Nevada-Reno,6-9,Forward,1610612740,Pelicans,New Orleans,NOP,2010,1
76079,Milos,Babic,1968-11-23,Tennessee Tech,7-0,Center,1610612739,Cavaliers,Cleveland,CLE,1990,2
1628407,Dwayne,Bacon,1995-08-30,Florida State,6-6,Guard-Forward,1610612753,Magic,Orlando,ORL,2017,2
76081,Jim,Baechtold,1927-12-09,Eastern Kentucky,6-4,Forward,1610612752,Knicks,New York,NYK,1952,1
2053,Dalibor,Bagaric,1980-07-02,Benston Zagreb,7-1,Center,1610612741,Bulls,Chicago,CHI,2000,1
76082,John,Bagley,1960-04-23,Boston College,6-0,Guard,1610612739,Cavaliers,Cleveland,CLE,1982,1
1628963,Marvin,Bagley III,1999-03-14,Duke,6-10,Forward,1610612765,Pistons,Detroit,DET,2018,1
76084,Carl,Bailey,1958-04-23,Tuskegee,7-0,Center,1610612757,Trail Blazers,Portland,POR,1980,3
76083,Gus,Bailey,1951-02-18,Texas-El Paso,6-5,Guard,1610612745,Rockets,Houston,HOU,1974,2
76085,James,Bailey,1957-05-21,Rutgers,6-9,Forward,1610612760,SuperSonics,Seattle,SEA,1979,1
1847,Thurl,Bailey,1961-04-07,North Carolina State,6-11,Forward,1610612762,Jazz,Utah,UTA,1983,1
1753,Toby,Bailey,1975-11-19,UCLA,6-6,Guard,1610612756,Suns,Phoenix,PHX,1998,2
452,Vin,Baker,1971-11-23,Hartford,6-11,Forward,1610612760,SuperSonics,Seattle,SEA,1993,1
1631116,Patrick,Baldwin Jr.,2002-11-18,Wisconsin-Milwaukee,6-9,Forward,1610612744,Warriors,Golden State,GSW,2022,1
76090,Cedric,Ball,1968-04-16,North Carolina-Charlotte,6-8,Forward,1610612746,Clippers,Los Angeles,LAC,Undrafted,-1
1630163,LaMelo,Ball,2001-08-22,Illawarra,6-7,Guard,1610612766,Hornets,Charlotte,CHA,2020,1
1628366,Lonzo,Ball,1997-10-27,UCLA,6-6,Guard,1610612741,Bulls,Chicago,CHI,2017,1
76091,Greg,Ballard,1955-01-29,Oregon,6-7,Forward,1610612764,Bullets,Washington,WAS,1977,1
1631094,Paolo,Banchero,2002-11-12,Duke,6-10,Forward,1610612753,Magic,Orlando,ORL,2022,1
1630217,Desmond,Bane,1998-06-25,TCU,6-5,Guard,1610612763,Grizzlies,Memphis,MEM,2020,1
76093,Gene,Banks,1959-05-15,Duke,6-7,Forward,1610612759,Spurs,San Antonio,SAS,1981,2
2556,Marcus,Banks,1981-11-19,UNLV,6-2,Guard,1610612738,Celtics,Boston,BOS,2003,1
76094,Ken,Bannister,1960-04-01,St. Augustine's,6-9,Forward,1610612752,Knicks,New York,NYK,1984,7
76095,Mike,Bantom,1951-12-03,St. Joseph's (PA),6-9,Forward,1610612754,Pacers,Indiana,IND,1973,1
1630625,Dalano,Banton,1999-11-07,Nebraska,6-7,Forward,1610612761,Raptors,Toronto,TOR,2021,2
76097,Stephen,Bardo,1968-04-05,Illinois,6-5,Guard,1610612742,Mavericks,Dallas,DAL,1990,2
200826,J.J.,Barea,1984-06-26,Northeastern,5-10,Guard,1610612742,Mavericks,Dallas,DAL,Undrafted,-1
76099,Tom,Barker,1955-03-11,Hawaii,6-11,Center,1610612737,Hawks,Atlanta,ATL,1976,4
787,Charles,Barkley,1963-02-20,Auburn,6-6,Forward,1610612755,76ers,Philadelphia,PHI,1984,1
2057,Erick,Barkley,1978-02-21,St. John's (NY),6-1,Guard,1610612757,Trail Blazers,Portland,POR,2000,1
76102,Don,Barksdale,1923-03-31,UCLA,6-6,Forward,1610612738,Celtics,Boston,BOS,Undrafted,-1
1631230,Dominick,Barlow,2003-05-26,Overtime Elite,6-9,Forward,1610612759,Spurs,San Antonio,SAS,Undrafted,-1
203084,Harrison,Barnes,1992-05-30,North Carolina,6-8,Forward,1610612758,Kings,Sacramento,SAC,2012,1
76105,Jim,Barnes,1941-04-13,Texas-El Paso,6-8,Center,1610612738,Celtics,Boston,BOS,1964,1
76104,Marvin,Barnes,1952-07-27,Providence,6-9,Forward,1610612746,Clippers,San Diego,SDC,1974,1
2440,Matt,Barnes,1980-03-09,UCLA,6-7,Forward,1610612746,Clippers,Los Angeles,LAC,2002,2
1630567,Scottie,Barnes,2001-08-01,Florida State,6-8,Forward,1610612761,Raptors,Toronto,TOR,2021,1
76106,Jim,Barnett,1944-07-07,Oregon,6-4,Guard,1610612744,Warriors,Golden State,GOS,1966,1
76108,John,Barnhill,1938-03-20,Tennessee State,6-1,Guard,1610612737,Hawks,St. Louis,STL,1959,11
76109,Norton,Barnhill,1953-07-15,Washington State,6-4,Guard,1610612760,SuperSonics,Seattle,SEA,1976,8
76112,Mike,Barr,1950-10-19,Duquesne,6-3,Guard,1610612758,Kings,Kansas City,KCK,1972,13
1629628,RJ,Barrett,2000-06-14,Duke,6-6,Forward-Guard,1610612752,Knicks,New York,NYK,2019,1
2853,Earl,Barron,1981-08-14,Memphis,7-0,Forward-Center,1610612748,Heat,Miami,MIA,Undrafted,-1
344,Dana,Barros,1967-04-13,Boston College,5-11,Guard,1610612738,Celtics,Boston,BOS,1989,1
699,Brent,Barry,1971-12-31,Oregon State,6-7,Guard,1610612760,SuperSonics,Seattle,SEA,1995,1
1003,Drew,Barry,1973-02-17,Georgia Tech,6-5,Guard,1610612737,Hawks,Atlanta,ATL,1996,2
600013,Rick,Barry,1944-03-28,Miami,6-7,Forward,1610612744,Warriors,Golden State,GOS,1965,1
76118,Vic,Bartolome,1948-09-29,Oregon State,7-0,Center,1610612744,Warriors,Golden State,GOS,1970,6
203115,Will,Barton,1991-01-06,Memphis,6-5,Guard,1610612761,Raptors,Toronto,TOR,2012,2
101188,Eddie,Basden,1983-02-15,North Carolina-Charlotte,6-5,Guard,1610612741,Bulls,Chicago,CHI,Undrafted,-1
101138,Brandon,Bass,1985-04-30,Louisiana State,6-8,Forward,1610612738,Celtics,Boston,BOS,2005,2
76120,Tim,Bassett,1951-04-01,Georgia,6-8,Forward,1610612751,Nets,New Jersey,NJN,1973,7
1629646,Charles,Bassey,2000-10-28,Western Kentucky,6-9,Center-Forward,1610612759,Spurs,San Antonio,SAS,2021,2
1766,Maceo,Baston,1976-05-29,Michigan,6-10,Forward,1610612754,Pacers,Indiana,IND,1998,2
76121,Billyray,Bates,1956-05-31,Kentucky State,6-4,Guard,1610612757,Trail Blazers,Portland,POR,1978,3
1499,Tony,Battie,1976-02-11,Texas Tech,6-11,Center,1610612738,Celtics,Boston,BOS,1997,1
2203,Shane,Battier,1978-09-09,Duke,6-8,Forward,1610612763,Grizzlies,Memphis,MEM,2001,1
76124,Dave,Batton,1956-03-26,Notre Dame,6-10,Center,1610612764,Bullets,Washington,WAS,1978,3
201587,Nicolas,Batum,1988-12-14,Le Mans,6-8,Guard-Forward,1610612746,Clippers,LA,LAC,2008,1
76125,Johnny,Baum,1946-06-17,Temple,6-5,Forward,1610612741,Bulls,Chicago,CHI,1969,2
2437,Lonny,Baxter,1979-01-27,Maryland,6-8,Forward,1610612741,Bulls,Chicago,CHI,2002,2
76127,Elgin,Baylor,1934-09-16,Seattle,6-5,Forward,1610612747,Lakers,Los Angeles,LAL,1958,1
203382,Aron,Baynes,1986-12-09,Washington State,6-10,Center-Forward,1610612765,Pistons,Detroit,DET,Undrafted,-1
76128,Sergei,Bazarevich,1965-03-15,Tofas S.K.,6-2,Guard,1610612737,Hawks,Atlanta,ATL,Undrafted,-1
203145,Kent,Bazemore,1989-07-01,Old Dominion,6-4,Guard-Forward,1610612747,Lakers,Los Angeles,LAL,Undrafted,-1
1629647,Darius,Bazley,2000-06-12,Princeton HS (OH),6-9,Forward,1610612756,Suns,Phoenix,PHX,2019,1
76129,Ed,Beach,1929-01-25,West Virginia,6-3,Forward,1610612737,Blackhawks,Tri-Cities,TCB,1950,5
203078,Bradley,Beal,1993-06-28,Florida,6-4,Guard,1610612756,Suns,Phoenix,PHX,2012,1
76130,Butch,Beard,1947-05-04,Louisville,6-3,Guard,1610612752,Knicks,New York,NYK,1969,1
2602,Jerome,Beasley,1980-05-17,North Dakota,6-9,Forward,1610612748,Heat,Miami,MIA,2003,2
1627736,Malik,Beasley,1996-11-26,Florida State,6-4,Guard,1610612747,Lakers,Los Angeles,LAL,2016,1
76133,Zelmo,Beaty,1939-10-25,Prairie View A&M,6-9,Center,1610612737,Hawks,Atlanta,ATL,1962,1
201958,Rodrigue,Beaubois,1988-02-24,Cholet,6-2,Guard,1610612742,Mavericks,Dallas,DAL,2009,1
1630699,MarJon,Beauchamp,2000-10-12,NBA G League Ignite,6-7,Forward,1610612749,Bucks,Milwaukee,MIL,2022,1
76134,Byron,Beck,1945-01-25,Denver,6-9,Center,1610612743,Nuggets,Denver,DEN,1967,2
1133,Corey,Beck,1971-05-27,Arkansas,6-3,Guard,1610612766,Hornets,Charlotte,CHH,Undrafted,-1
76140,Ron,Behagen,1951-01-14,Minnesota,6-9,Forward,1610612758,Kings,Kansas City,KCK,1973,1
76141,Elmer,Behnke,1929-02-03,Bradley,6-7,Center,1610612737,Hawks,Milwaukee,MIH,1951,4
76142,Dennis,Bell,1951-06-02,Drake,6-5,Forward,1610612752,Knicks,New York,NYK,1973,5
1952,Raja,Bell,1976-09-19,Florida International,6-5,Guard,1610612756,Suns,Phoenix,PHX,Undrafted,-1
2559,Troy,Bell,1980-11-10,Boston College,6-1,Guard,1610612763,Grizzlies,Memphis,MEM,2003,1
76143,William,Bell,1932-09-13,North Carolina State,6-0,Guard,1610612752,Knicks,New York,NYK,Undrafted,-1
76144,Walt,Bellamy,1939-07-24,Indiana,6-10,Center,1610612737,Hawks,Atlanta,ATL,1961,1
76146,Leon,Benbow,1950-07-23,Jacksonville,6-4,Guard,1610612741,Bulls,Chicago,CHI,1974,2
1886,Jonathan,Bender,1981-01-30,Picayune HS (MS),7-0,Forward,1610612754,Pacers,Indiana,IND,1999,1
712,Mario,Bennett,1973-08-01,Arizona State,6-9,Center-Forward,1610612747,Lakers,Los Angeles,LAL,1995,1
76148,Tony,Bennett,1969-06-01,Wisconsin-Green Bay,6-0,Guard,1610612766,Hornets,Charlotte,CHH,1992,2
76152,Winston,Bennett,1965-02-09,Kentucky,6-7,Guard,1610612739,Cavaliers,Cleveland,CLE,1988,3
128,David,Benoit,1968-05-09,Alabama,6-8,Forward,1610612762,Jazz,Utah,UTA,Undrafted,-1
76154,Kent,Benson,1954-12-27,Indiana,6-11,Center,1610612765,Pistons,Detroit,DET,1977,1
76157,Ricky,Berry,1964-10-06,San Jose State,6-8,Forward,1610612758,Kings,Sacramento,SAC,1988,1
76158,Walter,Berry,1964-05-14,St. John's (NY),6-8,Forward,1610612759,Spurs,San Antonio,SAS,1986,1
1629541,Dairis,Bertans,1989-09-09,Olimpia Milano,6-4,Guard,1610612740,Pelicans,New Orleans,NOP,Undrafted,-1
202722,Davis,Bertans,1992-11-12,Baskonia,6-10,Forward,1610612742,Mavericks,Dallas,DAL,2011,2
696,Travis,Best,1972-07-12,Georgia Tech,5-11,Guard,1610612754,Pacers,Indiana,IND,1995,1
201976,Patrick,Beverley,1988-07-12,Arkansas,6-2,Guard,1610612741,Bulls,Chicago,CHI,2009,2
1630180,Saddiq,Bey,1999-04-09,Villanova,6-7,Forward,1610612737,Hawks,Atlanta,ATL,2020,1
1630189,Tyler,Bey,1998-02-10,Colorado,6-7,Forward,1610612742,Mavericks,Dallas,DAL,2020,2
76162,Henry,Bibby,1949-11-24,UCLA,6-1,Guard,1610612755,76ers,Philadelphia,PHI,1972,4
1710,Mike,Bibby,1978-05-13,Arizona,6-2,Guard,1610612758,Kings,Sacramento,SAC,1998,1
76163,Ed,Biedenbach,1945-08-12,North Carolina State,6-1,Guard,1610612756,Suns,Phoenix,PHX,1968,4
76164,Don,Bielke,1933-01-01,Valparaiso,6-7,Center,1610612765,Pistons,Ft. Wayne Zollner,FTW,1954,8
76165,Bob,Bigelow,1953-12-26,Pennsylvania,6-7,Forward,1610612758,Kings,Kansas City,KCK,1975,1
1497,Chauncey,Billups,1976-09-25,Colorado,6-3,Guard,1610612765,Pistons,Detroit,DET,1997,1
76167,Joe,Binion,1961-03-26,North Carolina A&T,6-8,Forward,1610612757,Trail Blazers,Portland,POR,1984,3
203920,Khem,Birch,1992-09-28,UNLV,6-8,Center,1610612759,Spurs,San Antonio,SAS,Undrafted,-1
1628444,Jabari,Bird,1994-07-03,California,6-6,Guard,1610612738,Celtics,Boston,BOS,2017,2
1449,Larry,Bird,1956-12-07,Indiana State,6-9,Forward,1610612738,Celtics,Boston,BOS,1978,1
76170,Otis,Birdsong,1955-12-09,Houston,6-3,Guard,1610612751,Nets,New Jersey,NJN,1977,1
76171,Gale,Bishop,1922-06-04,Washington State,6-3,Forward,1610612744,Warriors,Philadelphia,PHW,Undrafted,-1
1629048,Goga,Bitadze,1999-07-20,Mega Basket,6-11,Center-Forward,1610612753,Magic,Orlando,ORL,2019,1
202687,Bismack,Biyombo,1992-08-28,Baloncesto Fuenlabrada,6-8,Center,1610612756,Suns,Phoenix,PHX,2011,1
202357,Nemanja,Bjelica,1988-05-09,                                   ,6-9,Forward,1610612744,Warriors,Golden State,GSW,2010,2
76172,Uwe,Blab,1962-03-26,Indiana,7-1,Center,1610612742,Mavericks,Dallas,DAL,1985,1
76173,Charlie,Black,1921-06-15,Kansas,6-4,Forward,1610612765,Pistons,Ft. Wayne Zollner,FTW,Undrafted,-1
76174,Norman,Black,1957-11-12,St. Joseph's (PA),6-5,Guard,1610612765,Pistons,Detroit,DET,Undrafted,-1
204028,Tarik,Black,1991-11-22,Kansas,6-9,Forward-Center,1610612747,Lakers,Los Angeles,LAL,Undrafted,-1
